"Date","Standardized_score","None","Finance","Policy","Prices","Global","Growth","Other"
"2015-02-19",-2.05198885346579,-0.224741636331967,-0.484501598212102,-0.163181970727993,-0.614820445042805,-0.0842897462143599,-0.360661046432075,-0.119792410504482
"2015-04-02",-0.276056781160769,-0.0291488526691495,-0.0612235818769594,-0.0283376968143293,-0.05039937746196,-0.0143699886801079,-0.0783743623086868,-0.0142029213495758
"2015-05-21",-0.316418873713155,-0.0374460205577699,-0.0988706332270941,-0.0462770404059773,-0.0435047209892441,-0.0112026011501995,-0.0746867449502011,-0.00443111243266943
"2015-07-02",0.450460884782193,0.0656300626834983,0.141775851319693,0.0448720693726191,0.0673951136117287,0.0178991080045904,0.100657622653593,0.0122310571364701
"2015-08-13",-0.195332596055995,-0.0191086235272169,-0.054831133621153,-0.0193209415664082,-0.0417748380087404,-0.00849272156765196,-0.0438424112951509,-0.00796192646967371
"2015-10-08",-1.24474700241805,-0.121283041261246,-0.296856063614747,-0.0783020336563833,-0.323528292552859,-0.0937942450255099,-0.296194243419211,-0.0347890828880942
"2015-11-19",-0.639315614132249,-0.0378542139946726,-0.119170673686932,-0.0834194715808527,-0.149313844090098,-0.0700302958901444,-0.170414063372313,-0.00911305151723601
"2016-01-14",-0.962212354551343,-0.050401599524118,-0.206428369306355,-0.161263299602925,-0.241174926554042,-0.0677912423036513,-0.20155185091084,-0.033601066349412
"2016-02-18",-1.48691955773237,-0.0612260994360388,-0.301757204363334,-0.176139574500006,-0.464110493888286,-0.199790064384199,-0.335146947933328,0.0512508267728202
"2016-04-07",-1.16402281731328,-0.10078119630418,-0.271101418058244,-0.214537971632523,-0.25787388604332,-0.0880155781056504,-0.183841698924875,-0.0478710682444854
"2016-05-19",-0.841126076894183,-0.0841126076894183,-0.167923101515239,-0.105945255452514,-0.163630174773581,-0.0756217531830414,-0.233223344230898,-0.010669840049491
"2016-07-07",0.289012514572646,0.015311921301862,0.0564627098006162,0.0358736441929339,0.0728911253640724,0.0261077372435618,0.0737296353401267,0.00863574132947278
"2016-08-18",0.00647786670593862,0.000383557897062155,0.00235761268764303,0.000151698162991514,0.000902781642899999,0.000713843863976789,0.00167537683555377,0.000292995615811369
"2016-10-06",-0.760401891789409,-0.0654650635315386,-0.193457655692559,-0.067563302747293,-0.175244939299811,-0.0388593902757722,-0.203948851771332,-0.0158626884711036
"2016-11-17",-0.0742463183988349,-0.00669434018350151,-0.0173270389424916,-0.0091866053600432,-0.0170807104076008,-0.00508161277565796,-0.0193788107389933,0.000502800009453468
"2017-01-12",0.49082297733458,0.0343888710234419,0.1053289435968,0.049186506433529,0.13518845790644,0.0274962098616005,0.104271969638936,0.0349620188738326
"2017-02-16",1.05589227306799,0.112843449030167,0.259512745430474,0.114556251381518,0.281105889546196,0.047953668072131,0.19728412517519,0.0426361444323166
"2017-04-06",0.934805995410834,0.0980969254443467,0.119461171812128,0.114254066105769,0.316919016698144,0.0316960233893709,0.217970269212123,0.0364085227489522
"2017-05-18",0.127564144363099,0.00414842745896256,0.0214777648263615,0.0108173388740524,0.0456829860177877,0.00725974805318449,0.0347208562502813,0.0034570228824688
"2017-07-06",0.410098792229806,0.037710233768258,0.0870477896150623,0.0324072321445967,0.115330464941256,0.0241581185077903,0.101365893998948,0.0120790592538951
"2017-08-17",0.49082297733458,0.0403416145754449,0.114459993021118,0.0320491715793812,0.128144658441584,0.0222252413633238,0.122017375513508,0.0315849228402194
"2017-10-05",0.531185069886966,0.0343932779063503,0.14559820980355,0.0509211586780131,0.119516640724567,0.033246835309472,0.132095663662538,0.0154132838024755
"2017-11-23",1.05589227306799,0.178964792045423,0.175721647004388,0.148448454290693,0.27956620431466,0.0417726550321895,0.187671571213982,0.0437469491666589
"2018-01-11",0.85408181030606,0.0742679835048748,0.128642757142372,0.113486025814847,0.247559945016249,0.0675484992830052,0.165991469255283,0.0565851302894284
"2018-02-22",2.06494458687766,0.197384409039777,0.46758706092864,0.204838489624072,0.537945767956584,0.173597057181137,0.421592853154189,0.0619989489932631
"2018-04-12",1.70168575390618,0.0937937029712069,0.389467185670916,0.144040329562925,0.318451953421288,0.121708495522161,0.509165816129409,0.125058270628276
"2018-05-24",-0.316418873713155,-0.0287653521557414,-0.0480730051936102,-0.0348670935221108,-0.0776664508205018,-0.0411431703560907,-0.0750514188063435,-0.010852382858757
"2018-07-12",0.85408181030606,0.0557009876286561,0.180254584964957,0.0847892811680654,0.27092140541202,0.0739732692846174,0.168880625478157,0.0195616563695876
"2018-08-23",0.571547162439353,0.0321093911482783,0.122352070461201,0.0604726866625907,0.145501412460484,0.0773836326673506,0.111786551754792,0.0219414172846568
"2018-10-11",0.934805995410834,0.0434793486237597,0.272196093871623,0.0979639498831798,0.204775915840913,0.146863577573588,0.200083429622801,-0.0305563200050311
"2018-11-22",1.41915110603947,0.0820996507626142,0.349314466459028,0.188019370266899,0.327560851512063,0.132923244091852,0.319099560974283,0.0201339619727363
"2019-01-10",-0.598953521579863,-0.0376963754840473,-0.136544648975549,-0.0802793181604711,-0.156998423080782,-0.0363002134290826,-0.12425842289186,-0.0268761195580708
"2019-02-21",-0.800763984341796,-0.0474136569676063,-0.184229652569238,-0.056632979155752,-0.206412470650511,-0.0736667744367069,-0.198892765001812,-0.0335156855601704
"2019-04-04",-0.88148816944657,-0.064378349453963,5097746120643.22,-68819572628686.4,-0.178093781978475,63721826508042.8,-0.195764420509917,-0.0383794006360164
"2019-05-23",-0.316418873713155,-0.0106898268146336,-0.0655286383737041,-0.0487812430307781,-0.0632481419865823,-0.0302522098854132,-0.0926451657268248,-0.00527364789521926
"2019-07-11",-0.800763984341796,-0.0817106106471221,-0.122864224549236,-0.154069895853518,-0.156832492689683,-0.0951085568056105,-0.16884265546099,-0.0213355483356374
"2019-08-22",-0.921850261998957,-0.0773580639439684,-0.190923999483933,-0.167609138545265,-0.197585388323553,-0.0434371668574267,-0.227745823968374,-0.0171906808764374
"2019-10-10",-1.56764374283714,-0.199797731930224,-0.230746792366475,-0.341193049911614,-0.360873621588386,-0.139963886266957,-0.266690796100981,-0.0283778646725071
"2019-11-21",-1.60800583538953,-0.0747909690878852,-0.353387328940257,-0.167033164296277,-0.413205264732572,-0.151763341440834,-0.453435089573297,0.00560932268159139
"2020-01-16",-0.518229336475089,-0.0349368092005678,-0.102007416647084,-0.0606541826398747,-0.113123989206655,-0.0603977020961403,-0.125183301062114,-0.0219259356226543
"2020-02-20",-1.16402281731328,-0.0746168472636716,-0.219356572580816,-0.130398593384726,-0.271285537551492,-0.146311201342849,-0.281387883431021,-0.040666181758701
"2020-04-09",-1.32547118752282,-0.15319516237701,-0.341092071021803,-0.212475029557679,-0.175235889296074,-0.073822306507762,-0.268408708408995,-0.101242020353502
"2020-04-10",-0.679677706684636,-0.0755197451871818,-0.257512056293026,-0.097995859826224,-0.0244026387509601,0.00539426751337013,-0.0615203366405784,-0.168121337500036
"2020-05-22",-1.16402281731328,-0.120660901794669,-0.326832190575476,-0.196978077215499,-0.173657062582916,-0.0332408954944137,-0.281187219182282,-0.0314664704680215
"2020-06-25",-0.921850261998957,-0.0860871839999026,-0.208880986733097,-0.151848227333161,-0.177674382533132,-0.0298316005666329,-0.184908097299791,-0.0826197835332398
"2020-08-20",-0.518229336475089,-0.0368141058698151,-0.13010347744761,-0.0460513448884317,-0.0868907293670892,-0.0385132184484219,-0.141491577230416,-0.0383648832233054
"2020-10-08",-1.4061953726276,-0.0770518012398683,-0.424595173776759,-0.0870654777898909,-0.299309556482965,-0.0706308178032126,-0.371025826248088,-0.0765167192868137
"2020-11-26",-1.64836792794192,-0.161253384255188,-84659605828068.3,-0.159440350172953,-0.273809165288011,-0.0710282763981183,-42329802914034.2,126989408742102
"2021-01-14",-0.962212354551343,-0.113468438036715,-0.200731070145903,-0.104164026117704,-0.174363166449752,-0.0392816925965199,-0.17853448236234,-0.151669478842409
"2021-02-18",-0.356780966265542,-0.0182444812294879,-0.0988966720614307,-0.0299006775705497,-0.0622966982087304,-0.0267923585462666,-0.0781134085232891,-0.0425366701257876
"2021-04-08",0.773357625201287,0.0932692613308084,0.137128021123272,0.0800931275872498,0.185992601389939,0.0450246255590986,0.182957649235523,0.048892338975396
"2021-05-14",1.25770273582993,0.089198775590775,0.241771157458424,0.158625155925595,0.228200200886399,0.0721023436025431,0.328060353940643,0.139744748425547
"2021-07-09",1.01553018051561,0.0953549465272871,0.175055789333011,0.0931299977749837,0.243790813288097,0.0316260572648835,0.310618738312638,0.0659538380147069
"2021-07-29",-0.437505151370316,-0.106708573504955,-0.0106708573504955,-0.166287527045222,-0.13071800254357,-0.0177847622508258,-0.00533542867524775,0
"2021-08-26",-0.235694688608382,-0.0236680858853605,-0.020085000661049,-0.044911836584547,-0.078975800471637,-0.014455612177899,-0.0441804269860063,-0.00941792584188304
"2021-10-07",0.813719717753673,0.0913358866866368,0.0887065202517185,0.117975520303573,0.259303966180433,0.0453911679291165,0.16845243646865,0.0425542199335467
"2021-11-25",1.90349621666812,0.137116252895585,0.166690346657377,0.216697450654591,0.855709119436184,0.0795427898450296,0.423408843675329,0.0243314135040204
"2022-01-20",0.248650422020259,0.0255704334701685,0.026158259526954,0.0227782597004374,0.0937057715879286,0.00661304313883668,0.0469316124979981,0.0268930420979358
"2022-03-03",1.66132366135379,0.201732158878675,0.174241207815797,0.168901238904302,0.763482342355865,0.0568552160277855,0.275514474427035,0.0205970229443353
"2022-04-07",0.894443902858447,0.108151713744322,0.0631667948437518,0.0858810905794681,0.387872480587322,0.03125368780549,0.176318959445557,0.0417991758525353
"2022-05-19",1.74204784645857,0.137530093141466,117977233566502,-78651489044334.5,0.741098734140881,0.0630892014569582,0.320755253780405,-39325744522167.3
"2022-07-07",1.45951319859186,0.133550227322131,-52875319033247.8,-17625106344415.8,-35250212688831.2,0.0533519530577697,0.196782171686895,105750638066496
"2022-08-25",0.894443902858447,0.0736994976138046,0.120048824522227,0.155941436996482,0.358080654315384,0.0186482062144021,0.120296084741494,0.0477291984546544
"2022-10-06",1.25770273582993,0.065139982333821,0.159713067198705,0.160817811086531,0.568525677290169,0.0677129718680079,0.242891813871123,-0.00709858781842921
"2022-11-24",1.25770273582993,0.093794780299181,0.143731222483794,0.172830408921015,0.473650703025253,0.0679876811165745,0.244459992237157,0.0612479477469524
"2023-03-02",0.369736699677419,0.0290940353844527,0.0404992717903236,0.0452622052618655,0.152181836651389,0.0211067191225808,0.0658044991698873,0.0157881322969202
"2023-04-20",0.85408181030606,0.0751591993069333,0.118505645469483,0.101439799011116,0.3345763815468,0.0329106190904602,0.141497910584686,0.0499922552965814
"2023-06-01",1.13661645817277,0.080043412547378,0.2250079476278,0.149933220643684,0.443850084377848,0.0490031856786762,0.174922288321475,0.013856318975905
"2023-07-13",0.61190925499174,0.0339949586106522,0.0938174858502753,0.0957777606213509,0.257526987796499,0.0146350320328299,0.116493438524717,-0.000336408444584579
"2023-08-31",-0.235694688608382,-0.021354887894048,-0.0322700514666589,-0.0399834204886411,-0.0698259107461388,-0.00954683567183675,-0.0561093855293806,-0.00660419681167781
"2023-10-12",0.127564144363099,0.0100823894170147,0.0138972065308023,0.0141113064194938,0.0518183673479541,0.00391882664004472,0.0309647976787183,0.00277125032907085
"2023-11-23",0.00647786670593862,0.000505365487697339,0.000987905665488579,0.00112080359608185,0.00202467559266475,0.000403983290513848,0.00147252418619459,-3.73911127023345e-05
"2024-01-18",-0.558591429027476,-0.0627630819131995,-0.0646874843454058,-0.0780686398252597,-0.198635191861322,-0.0211352187744211,-0.12294590379219,-0.0103559085156779
"2024-01-19",0.773357625201287,0.051760156017409,0.0895727952870098,-17909782999482.5,-17909782999482.3,0.0261708563517217,-17909782999482.6,53729348998448
"2024-02-22",-1.28510909497044,-0.123568182208696,-0.138937710395797,-0.148274329669695,-0.502840122801253,-0.0729587202227014,-0.268571610385698,-0.0299584192865972
"2024-04-04",-0.558591429027476,-0.0331180689146725,-0.0562271214462439,-0.0631258429974114,-0.204264754704155,-0.0378046059032531,-0.146099343347479,-0.0179516917142609
"2024-05-10",0.0468399592583253,0.00377101366910246,0.00621761881229059,0.00596918212912336,0.0155750425463594,0.00258678306073519,0.0122075934979854,0.000512725542728843
"2024-07-04",0.531185069886966,0.026765139180351,0.0492542138893646,0.0680429910238274,0.213692853390322,0.034378156068979,0.0979432076955832,0.0411085086385391
"2024-08-22",0.692633440096513,0.0314833381862051,0.0833142412371984,25206817799781.9,12603408899891.2,0.033893173948606,-37810226699672.6,0.0180154657398841
"2024-10-10",-1.89054048325624,-0.120371491443281,-0.200206112974045,-0.292693228108197,-0.506495924814596,-0.166749919028781,-0.553337968088428,-0.050685838798911
"2024-11-14",-0.88148816944657,-0.083777801228393,-0.110693321376499,-17211195410707.9,-34422390821415.9,-0.0244510420408868,51633586232123.2,-0.0348467086268823
